Locus	Gene	Product	Group1_replicate 1	Group1_replicate 2	Group1_replicate 3	Group2_replicate 1	Group2_replicate 2	Group2_replicate 3	Group3_replicate 1	Group3_replicate 2	Group3_replicate 3	Input_ replicate 1	Input_replicate 2
FQ312003_intergenic_1327667_1327917	FQ312003_intergenic_1327667_1327917	FQ312003_intergenic_1327667_1327917	5	2	0	0	1	0	2	4	5	496	518
FQ312003_intergenic_1331670_1331742	FQ312003_intergenic_1331670_1331742	FQ312003_intergenic_1331670_1331742	0	2	0	0	0	0	0	0	0	60	43
FQ312003_intergenic_1332395_1332411	FQ312003_intergenic_1332395_1332411	FQ312003_intergenic_1332395_1332411	1	0	0	0	0	0	0	0	0	53	102
FQ312003_intergenic_1336883_1337020	FQ312003_intergenic_1336883_1337020	FQ312003_intergenic_1336883_1337020	2	0	0	0	0	0	0	0	1	351	307
FQ312003_intergenic_1338652_1338996	FQ312003_intergenic_1338652_1338996	FQ312003_intergenic_1338652_1338996	2	0	0	0	0	0	3	0	0	120	102
FQ312003_intergenic_133966_134521	FQ312003_intergenic_133966_134521	FQ312003_intergenic_133966_134521	2	0	0	0	0	0	0	2	6	67	21
FQ312003_intergenic_1345125_1345359	FQ312003_intergenic_1345125_1345359	FQ312003_intergenic_1345125_1345359	0	1	0	0	0	0	3	1	0	648	391
FQ312003_intergenic_1347850_1347967	FQ312003_intergenic_1347850_1347967	FQ312003_intergenic_1347850_1347967	2	0	0	0	2	0	0	0	0	150	111
FQ312003_intergenic_1348410_1348609	FQ312003_intergenic_1348410_1348609	FQ312003_intergenic_1348410_1348609	0	1	0	4	0	0	0	2	4	379	411
FQ312003_intergenic_1351723_1351746	FQ312003_intergenic_1351723_1351746	FQ312003_intergenic_1351723_1351746	1	1	0	0	0	0	0	0	0	16	18
FQ312003_intergenic_135567_135850	FQ312003_intergenic_135567_135850	FQ312003_intergenic_135567_135850	4	0	0	0	0	0	2	0	0	25	20
FQ312003_intergenic_1356270_1356533	FQ312003_intergenic_1356270_1356533	FQ312003_intergenic_1356270_1356533	3	1	0	0	0	0	0	0	2	91	143
FQ312003_intergenic_1358370_1358405	FQ312003_intergenic_1358370_1358405	FQ312003_intergenic_1358370_1358405	3	0	0	0	0	0	0	0	0	45	26
FQ312003_intergenic_1359106_1359142	FQ312003_intergenic_1359106_1359142	FQ312003_intergenic_1359106_1359142	0	0	1	0	0	0	0	2	1	51	79
FQ312003_intergenic_1359912_1359959	FQ312003_intergenic_1359912_1359959	FQ312003_intergenic_1359912_1359959	1	0	0	1	0	0	2	0	1	128	79
FQ312003_intergenic_1362926_1363113	FQ312003_intergenic_1362926_1363113	FQ312003_intergenic_1362926_1363113	0	0	0	0	0	1	0	0	0	251	226
FQ312003_intergenic_1364981_1365022	FQ312003_intergenic_1364981_1365022	FQ312003_intergenic_1364981_1365022	3	0	1	0	2	0	0	0	1	417	183
FQ312003_intergenic_1366289_1366360	FQ312003_intergenic_1366289_1366360	FQ312003_intergenic_1366289_1366360	0	1	0	1	2	3	0	0	3	43	54
FQ312003_intergenic_1366668_1366889	FQ312003_intergenic_1366668_1366889	FQ312003_intergenic_1366668_1366889	6	2	0	0	0	0	0	0	2	601	392
FQ312003_intergenic_1368214_1369004	FQ312003_intergenic_1368214_1369004	FQ312003_intergenic_1368214_1369004	4	1	0	2	1	8	1	0	5	3082	2475
FQ312003_intergenic_1372280_1372480	FQ312003_intergenic_1372280_1372480	FQ312003_intergenic_1372280_1372480	1	0	1	0	0	0	1	1	4	63	94
FQ312003_intergenic_1376272_1376373	FQ312003_intergenic_1376272_1376373	FQ312003_intergenic_1376272_1376373	2	1	0	0	0	1	0	2	5	124	149
FQ312003_intergenic_1379388_1379600	FQ312003_intergenic_1379388_1379600	FQ312003_intergenic_1379388_1379600	0	0	0	2	0	0	2	3	5	767	458
FQ312003_intergenic_138107_138289	FQ312003_intergenic_138107_138289	FQ312003_intergenic_138107_138289	2	2	0	0	0	1	1	1	2	96	48
FQ312003_intergenic_1382145_1382200	FQ312003_intergenic_1382145_1382200	FQ312003_intergenic_1382145_1382200	2	0	0	0	0	0	0	1	1	25	11
FQ312003_intergenic_1383348_1383402	FQ312003_intergenic_1383348_1383402	FQ312003_intergenic_1383348_1383402	4	0	0	0	0	0	0	0	4	66	117
FQ312003_intergenic_1384337_1384572	FQ312003_intergenic_1384337_1384572	FQ312003_intergenic_1384337_1384572	1	0	0	0	0	0	1	1	0	101	86
FQ312003_intergenic_1392178_1392539	FQ312003_intergenic_1392178_1392539	FQ312003_intergenic_1392178_1392539	3	2	0	0	0	0	0	0	6	163	59
FQ312003_intergenic_139395_139899	FQ312003_intergenic_139395_139899	FQ312003_intergenic_139395_139899	8	0	2	1	0	2	4	2	4	143	100
FQ312003_intergenic_1396367_1396419	FQ312003_intergenic_1396367_1396419	FQ312003_intergenic_1396367_1396419	1	0	0	0	0	0	0	0	1	32	11
FQ312003_intergenic_1399491_1399753	FQ312003_intergenic_1399491_1399753	FQ312003_intergenic_1399491_1399753	0	0	0	2	0	0	2	0	0	36	20
FQ312003_intergenic_1401066_1401105	FQ312003_intergenic_1401066_1401105	FQ312003_intergenic_1401066_1401105	0	0	0	0	0	0	0	0	0	17	10
FQ312003_intergenic_1401566_1401922	FQ312003_intergenic_1401566_1401922	FQ312003_intergenic_1401566_1401922	8	0	0	0	1	0	0	0	2	375	286
FQ312003_intergenic_1403142_1403305	FQ312003_intergenic_1403142_1403305	FQ312003_intergenic_1403142_1403305	9	1	0	1	0	0	2	0	6	247	205
FQ312003_intergenic_1407157_1407343	FQ312003_intergenic_1407157_1407343	FQ312003_intergenic_1407157_1407343	3	0	2	2	4	11	2	5	6	2219	2682
FQ312003_intergenic_1408791_1409116	FQ312003_intergenic_1408791_1409116	FQ312003_intergenic_1408791_1409116	4	0	0	0	0	0	0	0	0	136	65
FQ312003_intergenic_1414737_1414790	FQ312003_intergenic_1414737_1414790	FQ312003_intergenic_1414737_1414790	0	1	0	3	1	0	0	0	0	75	91
FQ312003_intergenic_1416518_1416727	FQ312003_intergenic_1416518_1416727	FQ312003_intergenic_1416518_1416727	4	0	0	1	0	0	1	2	0	129	58
FQ312003_intergenic_1418187_1418541	FQ312003_intergenic_1418187_1418541	FQ312003_intergenic_1418187_1418541	9	0	1	12	2	9	4	6	30	1617	1084
FQ312003_intergenic_1422935_1423156	FQ312003_intergenic_1422935_1423156	FQ312003_intergenic_1422935_1423156	1	0	0	0	0	0	0	0	0	15	22
FQ312003_intergenic_1428088_1428150	FQ312003_intergenic_1428088_1428150	FQ312003_intergenic_1428088_1428150	0	0	0	0	1	0	0	0	4	46	47
FQ312003_intergenic_1431990_1432061	FQ312003_intergenic_1431990_1432061	FQ312003_intergenic_1431990_1432061	1	0	0	0	0	0	0	0	0	64	90
FQ312003_intergenic_1432891_1432968	FQ312003_intergenic_1432891_1432968	FQ312003_intergenic_1432891_1432968	2	0	1	1	0	0	0	0	2	36	71
FQ312003_intergenic_1436501_1436800	FQ312003_intergenic_1436501_1436800	FQ312003_intergenic_1436501_1436800	2	3	0	2	0	4	2	0	1	714	279
FQ312003_intergenic_1440240_1440459	FQ312003_intergenic_1440240_1440459	FQ312003_intergenic_1440240_1440459	3	1	1	39	38	36	7	49	176	195	140
FQ312003_intergenic_1458392_1458763	FQ312003_intergenic_1458392_1458763	FQ312003_intergenic_1458392_1458763	5	1	0	6	0	4	6	4	7	359	268
FQ312003_intergenic_1460238_1460353	FQ312003_intergenic_1460238_1460353	FQ312003_intergenic_1460238_1460353	4	0	1	2	2	2	0	1	4	284	253
FQ312003_intergenic_1462286_1462474	FQ312003_intergenic_1462286_1462474	FQ312003_intergenic_1462286_1462474	1	0	0	2	0	0	0	0	4	1007	1081
FQ312003_intergenic_1463781_1463792	FQ312003_intergenic_1463781_1463792	FQ312003_intergenic_1463781_1463792	0	1	0	0	0	0	0	0	0	3	2
FQ312003_intergenic_1465848_1466214	FQ312003_intergenic_1465848_1466214	FQ312003_intergenic_1465848_1466214	3	0	2	8	9	9	0	27	51	2579	3283
FQ312003_intergenic_1466897_1466922	FQ312003_intergenic_1466897_1466922	FQ312003_intergenic_1466897_1466922	0	0	0	0	0	1	0	0	0	180	267
FQ312003_intergenic_1467878_1468078	FQ312003_intergenic_1467878_1468078	FQ312003_intergenic_1467878_1468078	9	2	0	0	2	0	0	1	1	284	257
FQ312003_intergenic_1476588_1476681	FQ312003_intergenic_1476588_1476681	FQ312003_intergenic_1476588_1476681	0	3	2	8	1	3	0	4	9	533	515
FQ312003_intergenic_1477738_1477908	FQ312003_intergenic_1477738_1477908	FQ312003_intergenic_1477738_1477908	2	0	0	1	2	2	0	1	4	874	390
FQ312003_intergenic_14785_14963	FQ312003_intergenic_14785_14963	FQ312003_intergenic_14785_14963	4	0	0	0	1	2	2	0	1	42	28
FQ312003_intergenic_1480263_1480288	FQ312003_intergenic_1480263_1480288	FQ312003_intergenic_1480263_1480288	2	0	0	0	0	0	0	0	3	53	96
FQ312003_intergenic_1484858_1485358	FQ312003_intergenic_1484858_1485358	FQ312003_intergenic_1484858_1485358	4	0	0	0	0	2	1	4	6	786	377
FQ312003_intergenic_1492668_1493182	FQ312003_intergenic_1492668_1493182	FQ312003_intergenic_1492668_1493182	4	0	2	2	0	0	15	2	16	2489	1632
FQ312003_intergenic_1495400_1496002	FQ312003_intergenic_1495400_1496002	FQ312003_intergenic_1495400_1496002	16	6	0	2	3	0	2	1	6	107	145
FQ312003_intergenic_1498890_1498988	FQ312003_intergenic_1498890_1498988	FQ312003_intergenic_1498890_1498988	0	0	0	0	0	1	1	1	1	516	752
FQ312003_intergenic_1500736_1500802	FQ312003_intergenic_1500736_1500802	FQ312003_intergenic_1500736_1500802	0	0	0	0	0	1	0	0	1	145	138
FQ312003_intergenic_1506427_1506478	FQ312003_intergenic_1506427_1506478	FQ312003_intergenic_1506427_1506478	0	0	0	0	0	0	2	0	2	8	4
FQ312003_intergenic_1507713_1508091	FQ312003_intergenic_1507713_1508091	FQ312003_intergenic_1507713_1508091	0	0	0	0	0	0	0	1	7	351	263
FQ312003_intergenic_1508924_1508949	FQ312003_intergenic_1508924_1508949	FQ312003_intergenic_1508924_1508949	0	0	0	0	0	0	0	0	1	15	15
FQ312003_intergenic_151078_151095	FQ312003_intergenic_151078_151095	FQ312003_intergenic_151078_151095	0	2	3	0	0	3	0	1	2	42	28
FQ312003_intergenic_1510830_1511027	FQ312003_intergenic_1510830_1511027	FQ312003_intergenic_1510830_1511027	2	1	0	0	0	1	0	0	3	57	68
FQ312003_intergenic_1512073_1512498	FQ312003_intergenic_1512073_1512498	FQ312003_intergenic_1512073_1512498	6	0	0	0	0	1	1	2	0	762	589
FQ312003_intergenic_1515528_1515601	FQ312003_intergenic_1515528_1515601	FQ312003_intergenic_1515528_1515601	4	0	0	0	1	2	0	0	0	52	43
FQ312003_intergenic_1516737_1517053	FQ312003_intergenic_1516737_1517053	FQ312003_intergenic_1516737_1517053	0	0	0	4	2	2	2	0	2	3877	3199
FQ312003_intergenic_1518694_1518861	FQ312003_intergenic_1518694_1518861	FQ312003_intergenic_1518694_1518861	3	4	0	0	2	4	0	3	4	50	35
FQ312003_intergenic_1519247_1519504	FQ312003_intergenic_1519247_1519504	FQ312003_intergenic_1519247_1519504	1	2	1	0	1	0	0	1	2	165	155
FQ312003_intergenic_1520859_1520877	FQ312003_intergenic_1520859_1520877	FQ312003_intergenic_1520859_1520877	0	0	0	0	0	0	0	0	0	12	4
FQ312003_intergenic_1521878_1521904	FQ312003_intergenic_1521878_1521904	FQ312003_intergenic_1521878_1521904	2	0	0	0	0	0	0	0	0	19	26
FQ312003_intergenic_1523226_1523250	FQ312003_intergenic_1523226_1523250	FQ312003_intergenic_1523226_1523250	1	0	0	1	0	0	1	0	1	47	22
FQ312003_intergenic_1525292_1525326	FQ312003_intergenic_1525292_1525326	FQ312003_intergenic_1525292_1525326	1	0	0	0	0	0	0	0	2	2	4
FQ312003_intergenic_1528874_1529077	FQ312003_intergenic_1528874_1529077	FQ312003_intergenic_1528874_1529077	0	1	0	0	0	0	0	0	0	22	11
FQ312003_intergenic_1536298_1536350	FQ312003_intergenic_1536298_1536350	FQ312003_intergenic_1536298_1536350	1	0	0	0	0	0	0	0	0	18	13
FQ312003_intergenic_1538552_1538603	FQ312003_intergenic_1538552_1538603	FQ312003_intergenic_1538552_1538603	1	0	0	1	0	0	0	0	0	228	243
FQ312003_intergenic_1539031_1539051	FQ312003_intergenic_1539031_1539051	FQ312003_intergenic_1539031_1539051	0	0	0	0	0	0	0	0	0	5	3
FQ312003_intergenic_1542830_1542872	FQ312003_intergenic_1542830_1542872	FQ312003_intergenic_1542830_1542872	0	0	0	0	0	0	0	0	0	22	22
FQ312003_intergenic_1544710_1544789	FQ312003_intergenic_1544710_1544789	FQ312003_intergenic_1544710_1544789	1	4	0	0	0	0	3	0	2	137	196
FQ312003_intergenic_1545577_1545605	FQ312003_intergenic_1545577_1545605	FQ312003_intergenic_1545577_1545605	1	0	1	0	0	0	1	0	2	294	205
FQ312003_intergenic_1546453_1546490	FQ312003_intergenic_1546453_1546490	FQ312003_intergenic_1546453_1546490	0	0	0	0	0	0	0	0	0	16	21
FQ312003_intergenic_1548634_1548877	FQ312003_intergenic_1548634_1548877	FQ312003_intergenic_1548634_1548877	2	2	0	0	1	2	0	0	0	120	50
FQ312003_intergenic_1549161_1549179	FQ312003_intergenic_1549161_1549179	FQ312003_intergenic_1549161_1549179	2	0	0	1	0	0	0	0	0	15	19
FQ312003_intergenic_1549808_1550133	FQ312003_intergenic_1549808_1550133	FQ312003_intergenic_1549808_1550133	2	3	0	0	0	2	0	0	0	169	81
FQ312003_intergenic_1550627_1551216	FQ312003_intergenic_1550627_1551216	FQ312003_intergenic_1550627_1551216	5	4	2	2	0	6	0	7	13	907	1455
FQ312003_intergenic_1552505_1552631	FQ312003_intergenic_1552505_1552631	FQ312003_intergenic_1552505_1552631	1	1	0	0	0	0	1	0	0	104	82
FQ312003_intergenic_1553635_1553652	FQ312003_intergenic_1553635_1553652	FQ312003_intergenic_1553635_1553652	0	0	0	0	0	0	0	0	1	9	16
FQ312003_intergenic_1554835_1554992	FQ312003_intergenic_1554835_1554992	FQ312003_intergenic_1554835_1554992	0	0	0	0	0	0	1	0	0	49	20
FQ312003_intergenic_1556996_1557010	FQ312003_intergenic_1556996_1557010	FQ312003_intergenic_1556996_1557010	0	1	0	0	0	0	0	0	2	25	96
FQ312003_intergenic_1560833_1560955	FQ312003_intergenic_1560833_1560955	FQ312003_intergenic_1560833_1560955	2	1	0	0	1	0	1	0	1	80	53
FQ312003_intergenic_1562602_1563319	FQ312003_intergenic_1562602_1563319	FQ312003_intergenic_1562602_1563319	5	1	0	0	2	0	3	0	11	649	324
FQ312003_intergenic_1564437_1564476	FQ312003_intergenic_1564437_1564476	FQ312003_intergenic_1564437_1564476	0	0	0	0	0	0	2	0	0	21	17
FQ312003_intergenic_1571808_1572135	FQ312003_intergenic_1571808_1572135	FQ312003_intergenic_1571808_1572135	1	0	0	0	0	0	0	0	2	682	170
FQ312003_intergenic_1576510_1576585	FQ312003_intergenic_1576510_1576585	FQ312003_intergenic_1576510_1576585	3	0	0	0	0	0	0	0	3	7	10
FQ312003_intergenic_157906_158152	FQ312003_intergenic_157906_158152	FQ312003_intergenic_157906_158152	5	0	0	3	0	2	6	4	2	410	447
FQ312003_intergenic_1581585_1581676	FQ312003_intergenic_1581585_1581676	FQ312003_intergenic_1581585_1581676	6	1	0	0	1	0	0	0	1	91	67
FQ312003_intergenic_1583298_1583367	FQ312003_intergenic_1583298_1583367	FQ312003_intergenic_1583298_1583367	3	0	0	0	1	2	2	2	2	1549	2047
FQ312003_intergenic_1583991_1584246	FQ312003_intergenic_1583991_1584246	FQ312003_intergenic_1583991_1584246	0	0	0	0	0	0	2	0	3	138	117
FQ312003_intergenic_1584680_1584721	FQ312003_intergenic_1584680_1584721	FQ312003_intergenic_1584680_1584721	0	0	0	0	0	0	0	0	1	220	152
FQ312003_intergenic_1585731_1585857	FQ312003_intergenic_1585731_1585857	FQ312003_intergenic_1585731_1585857	0	1	0	2	0	0	0	0	0	72	192
FQ312003_intergenic_1586546_1587207	FQ312003_intergenic_1586546_1587207	FQ312003_intergenic_1586546_1587207	1	2	0	0	1	0	0	0	12	91	108
FQ312003_intergenic_1588775_1588932	FQ312003_intergenic_1588775_1588932	FQ312003_intergenic_1588775_1588932	7	1	0	0	0	0	0	0	0	145	86
FQ312003_intergenic_1590041_1590083	FQ312003_intergenic_1590041_1590083	FQ312003_intergenic_1590041_1590083	0	0	0	0	0	0	0	0	0	7	18
FQ312003_intergenic_1592851_1592862	FQ312003_intergenic_1592851_1592862	FQ312003_intergenic_1592851_1592862	1	2	0	0	0	0	0	0	0	1	3
FQ312003_intergenic_1599405_1599432	FQ312003_intergenic_1599405_1599432	FQ312003_intergenic_1599405_1599432	1	0	0	0	0	0	0	0	1	10	19
FQ312003_intergenic_1600319_1600360	FQ312003_intergenic_1600319_1600360	FQ312003_intergenic_1600319_1600360	1	3	0	0	0	0	0	2	0	10	5
FQ312003_intergenic_1600791_1601039	FQ312003_intergenic_1600791_1601039	FQ312003_intergenic_1600791_1601039	1	0	0	0	1	3	0	3	7	701	684
FQ312003_intergenic_16012_16037	FQ312003_intergenic_16012_16037	FQ312003_intergenic_16012_16037	2	0	0	0	0	0	0	0	0	9	7
FQ312003_intergenic_1601572_1601983	FQ312003_intergenic_1601572_1601983	FQ312003_intergenic_1601572_1601983	1	2	0	2	0	0	2	0	3	478	245
FQ312003_intergenic_1602538_1602613	FQ312003_intergenic_1602538_1602613	FQ312003_intergenic_1602538_1602613	0	0	0	0	0	0	0	0	5	96	109
FQ312003_intergenic_1604412_1604677	FQ312003_intergenic_1604412_1604677	FQ312003_intergenic_1604412_1604677	4	2	0	1	2	0	2	0	3	83	78
FQ312003_intergenic_1610393_1610626	FQ312003_intergenic_1610393_1610626	FQ312003_intergenic_1610393_1610626	0	0	0	0	0	0	0	1	1	104	131
FQ312003_intergenic_1611552_1611936	FQ312003_intergenic_1611552_1611936	FQ312003_intergenic_1611552_1611936	3	4	4	4	0	2	0	0	7	5298	2423
FQ312003_intergenic_161449_161499	FQ312003_intergenic_161449_161499	FQ312003_intergenic_161449_161499	0	0	0	0	0	0	0	1	0	3	0
FQ312003_intergenic_1615201_1615216	FQ312003_intergenic_1615201_1615216	FQ312003_intergenic_1615201_1615216	1	0	0	0	0	0	0	0	0	11	9
FQ312003_intergenic_1615896_1616009	FQ312003_intergenic_1615896_1616009	FQ312003_intergenic_1615896_1616009	0	0	0	0	0	0	0	1	0	418	244
FQ312003_intergenic_161996_162216	FQ312003_intergenic_161996_162216	FQ312003_intergenic_161996_162216	4	0	2	2	0	4	2	0	2	132	263
FQ312003_intergenic_1626124_1626306	FQ312003_intergenic_1626124_1626306	FQ312003_intergenic_1626124_1626306	1	0	2	12	8	6	1	3	24	406	286
FQ312003_intergenic_1627040_1627451	FQ312003_intergenic_1627040_1627451	FQ312003_intergenic_1627040_1627451	0	2	2	1	0	0	4	0	4	149	72
FQ312003_intergenic_1629344_1629387	FQ312003_intergenic_1629344_1629387	FQ312003_intergenic_1629344_1629387	1	1	0	0	0	0	1	0	3	76	72
FQ312003_intergenic_1630550_1630712	FQ312003_intergenic_1630550_1630712	FQ312003_intergenic_1630550_1630712	0	0	0	0	0	2	0	0	0	100	89
FQ312003_intergenic_1633666_1633898	FQ312003_intergenic_1633666_1633898	FQ312003_intergenic_1633666_1633898	0	0	0	0	0	2	0	0	1	498	395
FQ312003_intergenic_1635070_1635147	FQ312003_intergenic_1635070_1635147	FQ312003_intergenic_1635070_1635147	0	0	0	0	0	0	0	0	0	12	6
FQ312003_intergenic_1636451_1636573	FQ312003_intergenic_1636451_1636573	FQ312003_intergenic_1636451_1636573	2	0	0	0	0	0	0	0	0	13	11
FQ312003_intergenic_163882_164006	FQ312003_intergenic_163882_164006	FQ312003_intergenic_163882_164006	1	1	0	1	2	1	0	0	2	316	208
FQ312003_intergenic_1643429_1643636	FQ312003_intergenic_1643429_1643636	FQ312003_intergenic_1643429_1643636	0	2	5	16	0	4	0	11	13	2631	2896
FQ312003_intergenic_1645183_1645196	FQ312003_intergenic_1645183_1645196	FQ312003_intergenic_1645183_1645196	1	0	0	1	0	3	0	1	3	21	41
FQ312003_intergenic_1646722_1646756	FQ312003_intergenic_1646722_1646756	FQ312003_intergenic_1646722_1646756	1	0	0	0	2	5	1	5	5	93	152
FQ312003_intergenic_1647628_1647785	FQ312003_intergenic_1647628_1647785	FQ312003_intergenic_1647628_1647785	4	2	0	3	4	0	0	2	10	405	305
FQ312003_intergenic_1648548_1648983	FQ312003_intergenic_1648548_1648983	FQ312003_intergenic_1648548_1648983	5	10	0	9	3	3	0	20	30	204	114
FQ312003_intergenic_1650035_1650207	FQ312003_intergenic_1650035_1650207	FQ312003_intergenic_1650035_1650207	2	0	2	3	3	1	0	4	3	87	112
FQ312003_intergenic_1655110_1655164	FQ312003_intergenic_1655110_1655164	FQ312003_intergenic_1655110_1655164	2	1	0	0	0	0	0	0	0	55	53
FQ312003_intergenic_1658485_1658600	FQ312003_intergenic_1658485_1658600	FQ312003_intergenic_1658485_1658600	2	1	0	0	0	1	2	1	0	132	110
FQ312003_intergenic_1662242_1662272	FQ312003_intergenic_1662242_1662272	FQ312003_intergenic_1662242_1662272	1	0	1	1	0	0	0	0	0	18	35
FQ312003_intergenic_1666535_1666629	FQ312003_intergenic_1666535_1666629	FQ312003_intergenic_1666535_1666629	1	0	0	0	0	0	0	0	0	38	47
FQ312003_intergenic_1668386_1668504	FQ312003_intergenic_1668386_1668504	FQ312003_intergenic_1668386_1668504	0	0	0	0	0	2	1	0	0	160	129
FQ312003_intergenic_1671506_1671697	FQ312003_intergenic_1671506_1671697	FQ312003_intergenic_1671506_1671697	2	0	0	0	0	2	0	0	5	75	81
FQ312003_intergenic_1674408_1674475	FQ312003_intergenic_1674408_1674475	FQ312003_intergenic_1674408_1674475	0	1	0	0	1	1	0	0	0	1	6
FQ312003_intergenic_1676002_1676423	FQ312003_intergenic_1676002_1676423	FQ312003_intergenic_1676002_1676423	2	2	0	3	1	0	0	0	6	633	262
FQ312003_intergenic_1676926_1676953	FQ312003_intergenic_1676926_1676953	FQ312003_intergenic_1676926_1676953	1	0	0	0	0	0	1	1	1	382	162
FQ312003_intergenic_1677771_1678095	FQ312003_intergenic_1677771_1678095	FQ312003_intergenic_1677771_1678095	2	1	2	6	2	6	1	3	8	21	20
FQ312003_intergenic_1679423_1679442	FQ312003_intergenic_1679423_1679442	FQ312003_intergenic_1679423_1679442	1	0	0	0	0	1	0	0	1	64	32
FQ312003_intergenic_1679888_1680693	FQ312003_intergenic_1679888_1680693	FQ312003_intergenic_1679888_1680693	6	6	6	10	8	10	0	1	17	141	138
FQ312003_intergenic_168206_168326	FQ312003_intergenic_168206_168326	FQ312003_intergenic_168206_168326	3	0	0	0	0	0	0	0	0	20	36
FQ312003_intergenic_1683643_1683678	FQ312003_intergenic_1683643_1683678	FQ312003_intergenic_1683643_1683678	1	0	0	0	0	0	0	0	0	24	19
FQ312003_intergenic_1685330_1685692	FQ312003_intergenic_1685330_1685692	FQ312003_intergenic_1685330_1685692	2	0	1	4	0	0	2	0	3	143	53
FQ312003_intergenic_1686456_1686625	FQ312003_intergenic_1686456_1686625	FQ312003_intergenic_1686456_1686625	1	1	1	3	0	0	0	2	3	80	232
FQ312003_intergenic_1687257_1687272	FQ312003_intergenic_1687257_1687272	FQ312003_intergenic_1687257_1687272	0	2	0	0	0	0	1	0	0	10	8
FQ312003_intergenic_169174_169307	FQ312003_intergenic_169174_169307	FQ312003_intergenic_169174_169307	5	0	1	0	0	2	2	2	1	362	363
FQ312003_intergenic_1692140_1692239	FQ312003_intergenic_1692140_1692239	FQ312003_intergenic_1692140_1692239	5	1	0	0	0	0	1	0	1	96	66
FQ312003_intergenic_1693392_1693433	FQ312003_intergenic_1693392_1693433	FQ312003_intergenic_1693392_1693433	0	0	0	2	0	0	0	0	1	71	64
FQ312003_intergenic_1696693_1696831	FQ312003_intergenic_1696693_1696831	FQ312003_intergenic_1696693_1696831	5	3	0	7	7	14	3	6	10	590	475
FQ312003_intergenic_1702553_1702933	FQ312003_intergenic_1702553_1702933	FQ312003_intergenic_1702553_1702933	4	0	0	0	0	0	0	1	4	96	94
FQ312003_intergenic_1706565_1706950	FQ312003_intergenic_1706565_1706950	FQ312003_intergenic_1706565_1706950	2	2	0	6	3	5	1	8	28	4962	3774
FQ312003_intergenic_1708035_1708079	FQ312003_intergenic_1708035_1708079	FQ312003_intergenic_1708035_1708079	0	0	0	0	0	0	0	0	0	25	48
FQ312003_intergenic_1709335_1709644	FQ312003_intergenic_1709335_1709644	FQ312003_intergenic_1709335_1709644	0	0	0	0	0	0	0	0	2	250	348
FQ312003_intergenic_1710309_1710465	FQ312003_intergenic_1710309_1710465	FQ312003_intergenic_1710309_1710465	4	0	0	0	1	0	0	0	2	180	163
FQ312003_intergenic_1711082_1711176	FQ312003_intergenic_1711082_1711176	FQ312003_intergenic_1711082_1711176	2	2	0	1	0	0	0	0	2	237	213
FQ312003_intergenic_1712030_1712079	FQ312003_intergenic_1712030_1712079	FQ312003_intergenic_1712030_1712079	2	1	0	2	0	0	0	1	0	624	986
FQ312003_intergenic_1713437_1713574	FQ312003_intergenic_1713437_1713574	FQ312003_intergenic_1713437_1713574	2	4	0	0	2	0	0	0	0	211	92
FQ312003_intergenic_1716125_1716495	FQ312003_intergenic_1716125_1716495	FQ312003_intergenic_1716125_1716495	4	2	0	0	2	0	0	0	5	878	643
FQ312003_intergenic_1721006_1721198	FQ312003_intergenic_1721006_1721198	FQ312003_intergenic_1721006_1721198	0	0	0	0	0	0	0	0	0	5	5
FQ312003_intergenic_1722158_1722444	FQ312003_intergenic_1722158_1722444	FQ312003_intergenic_1722158_1722444	7	1	0	0	0	0	1	0	1	67	56
FQ312003_intergenic_1723658_1723770	FQ312003_intergenic_1723658_1723770	FQ312003_intergenic_1723658_1723770	3	3	5	6	7	6	1	3	16	662	831
FQ312003_intergenic_1726578_1726750	FQ312003_intergenic_1726578_1726750	FQ312003_intergenic_1726578_1726750	0	0	0	0	0	0	1	0	0	157	142
FQ312003_intergenic_1727757_1727774	FQ312003_intergenic_1727757_1727774	FQ312003_intergenic_1727757_1727774	1	0	0	0	0	0	0	0	0	6	5
FQ312003_intergenic_1730515_1730603	FQ312003_intergenic_1730515_1730603	FQ312003_intergenic_1730515_1730603	0	0	0	3	2	0	0	1	7	84	65
