Protein Accession No	Gene	Protein Description	Protein Mr	uninfected mouse 	Group 1	Group 2	Group 3	Group 1/Group2	Group 1/Group 3	Group 2/Group 3
SL1344_0303	sciZ 	SL1344_0303 probable secreted protein (SPI-6 associated) 350421:350828 reverse MW:15139	15130	0.00000%	0.00115%	0.00684%	0.00039%	0	0	0
SL1344_0304	yafV 	SL1344_0304 possible hydrolase 351199:351966 reverse MW:29063	29045	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0305	fadE 	SL1344_0305 possible acyl-CoA dehydrogenase 352075:354519 reverse MW:89217	89160	0.00000%	0.00000%	0.00000%	0.00000%	-8.5117526538	-7.4178525149	1.0939001389
SL1344_0306	gmhA 	SL1344_0306 Phosphoheptose isomerase 354759:355337 forward MW:20896	20883	0.00000%	0.00000%	0.00365%	0.00171%	0	0	0
SL1344_0307	yafJ 	SL1344_0307 conserved hypothetical protein 355550:356317 forward MW:28670	28651	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0312	pepD 	SL1344_0312 aminoacyl-histidine dipeptidase precursor 360451:361908 reverse MW:52437	52404	0.00000%	0.00000%	0.00000%	0.00000%	0	-10.2714630279	-10.2714630279
SL1344_0313	gpt 	SL1344_0313 xanthine-guanine phosphoribosyltransferase 362157:362615 forward MW:16969	16959	0.00000%	0.00000%	0.00000%	0.01236%	0	0	0
SL1344_0314	frsA 	SL1344_0314 conserved hypothetical protein 362704:363948 forward MW:47160	47130	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0315	crl 	SL1344_0315 curlin genes transcriptional activator 364006:364407 forward MW:15797	15787	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0316	phoE 	SL1344_0316 outer membrane pore protein E precursor 364458:365510 reverse MW:38762	38739	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0317	proB 	SL1344_0317 glutamate 5-kinase 365793:366896 forward MW:39141	39116	0.00000%	0.00000%	0.00000%	0.00000%	-8.3264294871	-7.4918530963	0.8345763908
SL1344_0318	proA 	SL1344_0318 gamma-glutamyl phosphate reductase 366908:368158 forward MW:44666	44637	0.00000%	0.00000%	0.00321%	0.00180%	0	-6.4093909361	-6.4093909361
SL1344_0322	0	SL1344_0322 conserved hypothetical protein 370217:370540 forward MW:11858	11851	0.00000%	0.00000%	0.00000%	0.00085%	0	0	0
SL1344_0339	0	SL1344_0339 possible transmembrane regulator 388268:389011 forward MW:28032	28014	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0340	0	SL1344_0340 hypothetical protein 388984:389472 forward MW:18488	18477	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0344	0	SL1344_0344 probable lipoprotein 391476:391835 forward MW:12634	12626	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0352	mod 	SL1344_0352 type III restriction-modification system enzyme (StyLTI) modification methylase 402817:404775 forward MW:73337	73291	0.00000%	0.00000%	0.00000%	0.00000%	0	-8.7481928496	-8.7481928496
SL1344_0353	res 	SL1344_0353 type III restriction-modification system enzyme (StyLTI) (ec 3.1.21.5) 404782:407757 forward MW:113521	113449	0.00000%	0.00000%	0.00000%	0.00430%	0	-6.4429434958	-6.4429434958
SL1344_0358	0	SL1344_0358 AraC-family transcriptional regulator 410999:412003 forward MW:37393	37369	0.00000%	0.00000%	0.00000%	0.00087%	2.8073549221	2.8073549221	0
SL1344_0359	foxA 	SL1344_0359 ferrioxamine B receptor precursor 412149:414257 forward MW:77702	77653	0.00000%	0.00007%	0.00000%	0.00000%	0	-9.6474584265	-9.6474584265
SL1344_0361	yahO 	SL1344_0361 probable secreted protein 415162:415437 forward MW:9919	9913	0.00000%	0.00000%	0.00000%	0.00802%	0	-6.6293566201	-6.6293566201
SL1344_0363	prpB 	SL1344_0363 carboxyvinyl-carboxyphosphonate phosphorylmutase 417463:418350 forward MW:31999	31980	0.00000%	0.00000%	0.00000%	0.00099%	0	0	0
SL1344_0364	prpC 	SL1344_0364 methylcitrate synthase 418473:419642 forward MW:43173	43146	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0365	prpD 	SL1344_0365 PrpD protein 419682:421133 forward MW:53787	53752	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0366	prpE 	SL1344_0366 PrpE protein 421174:423060 forward MW:69334	69290	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0367	hemB 	SL1344_0367 delta-aminolevulinic acid dehydratase 423164:424138 reverse MW:35548	35525	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0371	sbmA 	SL1344_0371 probable ABC-transporter inner membrane protein SbmA 429947:431065 forward MW:42615	42587	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0372	yaiW 	SL1344_0372 hypothetical lipoprotein 431080:432174 forward MW:40255	40230	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0375	ddl 	SL1344_0375 D-alanine:D-alanine ligase A 433029:434123 reverse MW:39357	39332	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.8826430494	-7.8826430494
SL1344_0378	yaiB 	SL1344_0378 conserved hypothetical protein 436585:436851 forward MW:10113	10106	0.00000%	0.00000%	0.00000%	0.00236%	4.1699250014	-4.4811266897	-8.6510516912
SL1344_0379	psiF 	SL1344_0379 phosphate starvation-inducible protein PsiF 437203:437523 forward MW:11609	11602	0.00000%	0.00018%	0.00000%	0.00402%	0	0	0
SL1344_0381	proC 	SL1344_0381 pyrroline-5-carboxylate reductase 438742:439551 reverse MW:28062	28043	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0382	yaiI 	SL1344_0382 conserved hypothetical protein 439691:440146 forward MW:16945	16935	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0383	aroL 	SL1344_0383 shikimate kinase II 440331:440876 forward MW:19803	19791	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0385	aroM 	SL1344_0385 AroM protein 441345:442022 forward MW:24602	24586	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0386	yaiE 	SL1344_0386 conserved hypothetical protein 442093:442377 forward MW:10158	10152	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.4262647547	-5.4262647547
SL1344_0387	rdgC 	SL1344_0387 recombination associated protein RdgC 442415:443326 reverse MW:33976	33955	0.00000%	0.00000%	0.00000%	0.00043%	0	-5.2854022189	-5.2854022189
SL1344_0388	yajF 	SL1344_0388 hypothetical ROK-family protein 443452:444360 forward MW:32279	32259	0.00000%	0.00000%	0.00000%	0.00039%	0	0	0
SL1344_0390	sbcC 	SL1344_0390 exonuclease SbcC 445727:448867 reverse MW:117825	117753	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0392	phoB 	SL1344_0392 phosphate regulon transcriptional regulatory protein PhoB 450281:450970 forward MW:26403	26386	0.00000%	0.00000%	0.00000%	0.00000%	3	3	0
SL1344_0393	phoR 	SL1344_0393 phosphate regulon sensor protein PhoR 451040:452335 forward MW:49456	49424	0.00000%	0.00008%	0.00000%	0.00000%	0	0	0
SL1344_0394	brnQ 	SL1344_0394 branched chain amino acid transport system II carrier protein 452744:454063 forward MW:46221	46191	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0397	tsaA 	SL1344_0397 alkyl hydroperoxide reductase 457559:458161 reverse MW:22317	22303	0.00000%	0.00000%	0.00000%	0.00000%	-5.1562797493	-0.9593580155	4.1969217338
SL1344_0399	queA 	SL1344_0399 S-adenosylmethionine:tRNA ribosyltransferase- isomerase 459046:460110 forward MW:39256	39231	0.00000%	0.00180%	0.06419%	0.00350%	0	0	0
SL1344_0400	tgt 	SL1344_0400 queuine tRNA-ribosyltransferase; tRNA-guanine transglycosylase 460307:461434 forward MW:42522	42494	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0401	yajC 	SL1344_0401 hypothetical membrane protein 461457:461789 forward MW:11844	11836	0.00000%	0.00000%	0.00000%	0.00000%	3	-7.6220518195	-10.6220518195
SL1344_0402	secD 	SL1344_0402 protein-export membrane protein SecD 461817:463664 forward MW:66606	66564	0.00000%	0.00008%	0.00000%	0.01576%	0	-10.3241805466	-10.3241805466
SL1344_0403	secF 	SL1344_0403 protein-export membrane protein SecF 463675:464646 forward MW:35376	35354	0.00000%	0.00000%	0.00000%	0.01282%	0	-5.3575520046	-5.3575520046
SL1344_0406	yajD 	SL1344_0406 conserved hypothetical protein 466047:466394 forward MW:13306	13298	0.00000%	0.00000%	0.00000%	0.00041%	0	0	0
SL1344_0407	tsx 	SL1344_0407 nucleoside-specific channel-forming protein tsx precursor 467023:467886 reverse MW:32778	32758	0.00000%	0.00000%	0.00000%	0.00000%	0	-8.2714630279	-8.2714630279
SL1344_0408	yajI 	SL1344_0408 hypothetical lipoprotein 468186:468725 reverse MW:19522	19510	0.00000%	0.00000%	0.00000%	0.00309%	0	0	0
SL1344_0409	nrdR 	SL1344_0409 conserved hypothetical protein 468877:469326 forward MW:17198	17187	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0410	ribD 	SL1344_0410 riboflavin biosynthesis protein RibD 469330:470433 forward MW:39730	39705	0.00000%	0.00000%	0.00000%	0.00000%	-10.5156998383	-7.5077946402	3.0079051981
SL1344_0411	ribH 	SL1344_0411 6,7-dimethyl-8-ribityllumazine synthase (riboflavin synthase beta chain) 470522:470992 forward MW:16008	15998	0.00000%	0.00000%	0.01464%	0.00182%	-3.9775772944	-3.1531736372	0.8244036573
SL1344_0412	nusB 	SL1344_0412 N utilization substance protein B 471013:471432 forward MW:15689	15679	0.00000%	0.00077%	0.01213%	0.00685%	3	-4.8073549221	-7.8073549221
SL1344_0413	thiL 	SL1344_0413 thiamine-monophosphate kinase 471511:472488 forward MW:34986	34964	0.00000%	0.00008%	0.00000%	0.00224%	0	0	0
SL1344_0415	yajO 	SL1344_0415 hypothetical oxidoreductase 473085:474059 reverse MW:36162	36139	0.00000%	0.00000%	0.00000%	0.00000%	-8.3793783671	-5.3575520046	3.0218263625
SL1344_0416	dxs 	SL1344_0416 1-deoxyxylulose-5-phosphate synthase 474116:475978 reverse MW:67468	67425	0.00000%	0.00000%	0.00333%	0.00041%	0	-8.0606959317	-8.0606959317
SL1344_0417	ispA 	SL1344_0417 geranyltranstransferase 476002:476901 reverse MW:31986	31966	0.00000%	0.00000%	0.00000%	0.00267%	0	0	0
SL1344_0419	thiI 	SL1344_0419 thiamine biosynthesis protein ThiI 477354:478802 forward MW:54804	54770	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0427	thiJ 	SL1344_0427 4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis (ThiJ) protein 485713:486303 reverse MW:20767	20754	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0428	apbA 	SL1344_0428 2-dehydropantoate 2-reductase 486266:487177 reverse MW:33938	33916	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0429	yajQ 	SL1344_0429 conserved hypothetical protein 487285:487794 forward MW:19021	19010	0.00000%	0.00000%	0.00000%	0.00000%	3	-3.4918530963	-6.4918530963
SL1344_0436	cyoB 	SL1344_0436 cytochrome o ubiquinol oxidase subunit I 494675:496666 reverse MW:74282	74232	0.00000%	0.00008%	0.00000%	0.00090%	0	-5.2479275134	-5.2479275134
SL1344_0437	cyoA 	SL1344_0437 cytochrome o ubiquinol oxidase subunit II 496677:497633 reverse MW:35293	35270	0.00000%	0.00000%	0.00000%	0.00038%	-5.3442959079	-4.9248125036	0.4194834043
SL1344_0439	yajG 	SL1344_0439 hypothetical lipoprotein 499605:500237 reverse MW:22810	22796	0.00000%	0.00008%	0.00325%	0.00243%	0	0	0
SL1344_0440	bolA 	SL1344_0440 BolA protein 500487:500804 forward MW:11938	11931	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0441	tig 	SL1344_0441 trigger factor 501151:502449 forward MW:48067	48037	0.00000%	0.00000%	0.00000%	0.00000%	-8.716059088	-9.1676074945	-0.4515484065
SL1344_0442	clpP 	SL1344_0442 ATP-dependent clp protease proteolytic subunit 502696:503319 forward MW:23177	23162	0.00000%	0.00053%	0.22288%	0.30479%	4	4	0
SL1344_0443	clpX 	SL1344_0443 ATP-dependent clp protease ATP-binding subunit ClpX 503571:504842 forward MW:46176	46147	0.00000%	0.00016%	0.00000%	0.00000%	-8.3706874068	-8.1395513524	0.2311360544
SL1344_0444	lon 	SL1344_0444 Lon protease 505028:507382 forward MW:87412	87356	0.00000%	0.00000%	0.00331%	0.00282%	-12.483311955	-12.1950645637	0.2882473913
SL1344_0445	hupB 	SL1344_0445 DNA-binding protein HU-beta 507591:507863 forward MW:9239	9234	0.00000%	0.00000%	0.05726%	0.04689%	-3.896164189	-8.6779805858	-4.7818163968
SL1344_0446	cypD 	SL1344_0446 peptidyl-prolyl cis-trans isomerase D 508154:510025 forward MW:68129	68087	0.00000%	0.00054%	0.00804%	0.22117%	-12.1237980913	-12.6257088431	-0.5019107518
SL1344_0448	ybaW 	SL1344_0448 conserved hypothetical protein 510653:511051 forward MW:15093	15084	0.00000%	0.00000%	0.04463%	0.06320%	0	0	0
SL1344_0449	ybaX 	SL1344_0449 conserved hypothetical protein 511157:511852 reverse MW:25455	25439	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0453	ybaO 	SL1344_0453 hypothetical transcriptional regulator 515754:516212 forward MW:17397	17386	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0455	mdlB 	SL1344_0455 hypothetical ABC transporter ATP-binding membrane protein 518018:519799 forward MW:65229	65187	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3923174228	-5.3923174228
SL1344_0458	tesB 	SL1344_0458 acyl-CoA thioesterase II 521768:522628 reverse MW:31990	31970	0.00000%	0.00000%	0.00000%	0.00042%	0	-5.3575520046	-5.3575520046
SL1344_0459	ybaY 	SL1344_0459 conserved hypothetical lipoprotein 522843:523412 forward MW:19477	19465	0.00000%	0.00000%	0.00000%	0.00041%	4.0874628413	4.0874628413	0
SL1344_0462	rpmE2 	SL1344_0462 hypothetical 50s ribosomal protein L31 (second copy) 525840:526100 forward MW:9815	9809	0.00000%	0.00017%	0.00000%	0.00000%	0	-9.7176764231	-9.7176764231
SL1344_0464	ylaC 	SL1344_0464 hypothetical membrane protein 526302:526772 reverse MW:18316	18304	0.00000%	0.00000%	0.00000%	0.00842%	0	0	0
SL1344_0466	hha 	SL1344_0466 haemolysin expression modulating protein 527619:527837 reverse MW:8614	8608	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0468	acrB 	SL1344_0468 acriflavin resistance protein B 528735:531884 reverse MW:113611	113537	0.00000%	0.00000%	0.00000%	0.00000%	-9.4470832262	-8.8105716347	0.6365115915
SL1344_0469	acrA 	SL1344_0469 acriflavin resistance protein A precursor 531907:533100 reverse MW:42235	42209	0.00000%	0.00000%	0.00698%	0.00449%	-5.8159169356	-5.9800530047	-0.1641360691
SL1344_0470	acrR 	SL1344_0470 potential acrAB operon repressor 533242:533895 forward MW:24903	24887	0.00000%	0.00033%	0.01859%	0.02083%	0	0	0
SL1344_0471	aefA 	SL1344_0471 integral membrane protein AefA 534014:537376 forward MW:126749	126668	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0472	0	SL1344_0472 conserved hypothetical protein 537418:538353 reverse MW:35258	35235	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0474	priC 	SL1344_0474 primosomal replication protein N 538604:539119 reverse MW:19874	19862	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0476	apt 	SL1344_0476 adenine phosphoribosyltransferase 539730:540281 forward MW:19985	19973	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0477	dnaX 	SL1344_0477 DNA polymerase III subunits gamma and tau 540395:542323 forward MW:70596	70552	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.1699250014	-5.1699250014
SL1344_0478	ybaB 	SL1344_0478 conserved hypothetical protein 542369:542698 forward MW:12015	12007	0.00000%	0.00000%	0.00000%	0.00036%	-8.3750394313	-5.3575520046	3.0174874267
SL1344_0479	recR 	SL1344_0479 recombination protein RecR 542698:543303 forward MW:21715	21701	0.00000%	0.00000%	0.00332%	0.00041%	0	0	0
SL1344_0480	htpG 	SL1344_0480 heat shock protein HtpG 543414:545288 forward MW:71487	71442	0.00000%	0.00000%	0.00000%	0.00000%	-6.5835027262	-6.8704844304	-0.2869817042
SL1344_0481	adk 	SL1344_0481 adenylate kinase 545529:546173 forward MW:23488	23473	0.00000%	0.00103%	0.09878%	0.12052%	-4.6313729657	-2.0329146225	2.5984583432
SL1344_0482	hemH 	SL1344_0482 ferrochelatase 546402:547364 forward MW:35914	35891	0.00000%	0.00065%	0.01611%	0.00266%	0	0	0
SL1344_0484	gsk 	SL1344_0484 inosine-guanosine kinase 548485:549789 forward MW:48395	48364	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0485	ybaL 	SL1344_0485 hypothetical transport protein 549838:551514 reverse MW:59257	59218	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0487	ushA 	SL1344_0487 UDP-sugar hydrolase 553122:554774 forward MW:60439	60401	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.2854022189	-5.2854022189
SL1344_0488	ybaK 	SL1344_0488 conserved hypothetical protein 554891:555370 reverse MW:17054	17043	0.00000%	0.00000%	0.00000%	0.00039%	0	0	0
SL1344_0491	copA 	SL1344_0491 copper-transporting ATPase 557433:559934 reverse MW:87911	87855	0.00000%	0.00000%	0.00000%	0.00000%	-8.4918530963	-6.9425145053	1.549338591
SL1344_0492	cueR 	SL1344_0492 copper efflux regulator 560044:560460 forward MW:15647	15638	0.00000%	0.00000%	0.00360%	0.00123%	0	0	0
SL1344_0493	ybbJ 	SL1344_0493 hypothetical membrane protein 560461:560913 reverse MW:16774	16763	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0494	ybbK 	SL1344_0494 hypothetical membrane protein 560910:561827 reverse MW:33660	33639	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.5235619561	-7.5235619561
SL1344_0495	ybbL 	SL1344_0495 hypothetical ABC transporter ATP-binding protein 561974:562651 forward MW:25492	25476	0.00000%	0.00000%	0.00000%	0.00184%	0	0	0
SL1344_0497	ybbN 	SL1344_0497 thioredoxin-like protein 563503:564357 reverse MW:31814	31794	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0498	ybbO 	SL1344_0498 hypothetical oxidoreductase 564417:565187 reverse MW:28139	28122	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.2854022189	-5.2854022189
SL1344_0499	tesA 	SL1344_0499 acyl-coA thioesterase I 565342:565956 reverse MW:23051	23037	0.00000%	0.00000%	0.00000%	0.00039%	0	0	0
SL1344_0500	ybbA 	SL1344_0500 hypothetical ABC transporter ATP-binding protein 565927:566613 forward MW:24485	24470	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0501	ybbP 	SL1344_0501 hypothetical membrane protein 566610:569024 forward MW:88774	88716	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0502	0	SL1344_0502 outer membrane protein 569210:570343 forward MW:42370	42343	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0503	sfbA 	SL1344_0503 lipoprotein 570600:571430 forward MW:29848	29830	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0506	ybbB 	SL1344_0506 hypothetical ATP-binding protein 573174:574268 reverse MW:41328	41302	0.00000%	0.00000%	0.00000%	0.00000%	-8.4008794363	-5.3923174228	3.0085620135
SL1344_0508	allA 	SL1344_0508 ureidoglycolate hydrolase 575491:575973 forward MW:18138	18127	0.00000%	0.00000%	0.00338%	0.00042%	0	0	0
SL1344_0509	allR 	SL1344_0509 negative regulator of allantoin and glyoxylate utilization operons 576052:576870 forward MW:29219	29201	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.4262647547	-6.4262647547
SL1344_0518	glxK 	SL1344_0518 glycerate kinase 586187:587335 forward MW:39021	38996	0.00000%	0.00000%	0.00000%	0.00086%	0	0	0
SL1344_0519	ylbA 	SL1344_0519 conserved hypothetical protein 587415:588200 reverse MW:28915	28896	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0520	allC 	SL1344_0520 allantoate amidohydrolase 588211:589446 reverse MW:45397	45368	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0521	allD 	SL1344_0521 ureidoglycolate dehydrogenase 589468:590517 reverse MW:38043	38019	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0526	purK 	SL1344_0526 phosphoribosylaminoimidazole carboxylase ATPase subunit 595540:596607 reverse MW:39142	39117	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.4093909361	-6.4093909361
SL1344_0527	purE 	SL1344_0527 phosphoribosylaminoimidazole carboxylase catalytic subunit 596604:597113 reverse MW:17794	17783	0.00000%	0.00000%	0.00000%	0.00085%	-9.5097750043	0	9.5097750043
SL1344_0529	ppiB 	SL1344_0529 peptidyl-prolyl cis-trans isomerase B 597956:598450 reverse MW:18140	18129	0.00000%	0.00000%	0.00729%	0.00000%	-5.8814199081	-0.0703893279	5.8110305802
SL1344_0530	cysS 	SL1344_0530 cysteinyl-tRNA synthetase 598623:600008 forward MW:52257	52224	0.00000%	0.00040%	0.02358%	0.00042%	-8.3264294871	-9.2264121928	-0.8999827057
SL1344_0534	ybcJ 	SL1344_0534 conserved hypothetical protein 601976:602188 reverse MW:7395	7391	0.00000%	0.00000%	0.00321%	0.00599%	0	0	0
SL1344_0535	folD 	SL1344_0535 FolD bifunctional protein [includes: methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase 602190:603056 reverse MW:30874	30854	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.0660891905	-7.0660891905
SL1344_0536	fimA 	SL1344_0536 type-1 fimbrial protein, a chain precursor 603618:604160 forward MW:18231	18220	0.00000%	0.00000%	0.00000%	0.00134%	0	0	0
SL1344_0537	fimI 	SL1344_0537 major pilin protein 604236:604769 forward MW:19098	19086	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0538	fimC 	SL1344_0538 fimbrial chaperone protein 604813:605505 forward MW:24868	24852	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0539	fimD 	SL1344_0539 outer membrane usher protein FimD precursor 605536:608148 forward MW:95128	95069	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0540	fimH 	SL1344_0540 FimH protein precursor 608163:609170 forward MW:36102	36079	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0542	fimZ 	SL1344_0542 probable transcriptional regulator (FimXZ protein) 609744:610376 reverse MW:23546	23532	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0545	fimW 	SL1344_0545 fimbriae w protein 612194:612790 reverse MW:23436	23421	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0547	0	SL1344_0547 hypothetical membrane protein 614292:615944 reverse MW:61931	61891	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0548	gtrB 	SL1344_0548 bactoprenol glucosyl transferase 615925:616851 reverse MW:34839	34817	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0551	ykgD 	SL1344_0551 hypothetical araC-family transcriptional regulator 618746:619600 reverse MW:31125	31105	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0552	ykgC 	SL1344_0552 probable pyridine nucleotide-disulfide oxidoreductase 619816:621141 forward MW:47618	47588	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0555	0	SL1344_0555 conserved hypothetical protein 622186:623361 reverse MW:45484	45456	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0556	pheP 	SL1344_0556 phenylalanine-specific permease 623687:625081 forward MW:51017	50983	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_0557	ybdG 	SL1344_0557 hypothetical membrane protein 625123:626253 reverse MW:42307	42280	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
