Gene	Alias	BRecon Gene function	JCVI Common Name	Primary Common Name	Primary Enzyme Commission #	JCVI 5' End	JCVI 3' End	JCVI  Sequence Length	JCVI  Protein Length	UniProt Accession	GenBank ID	GO Term
STM0517	gcl		glyoxylate carboligase	glyoxylate carboligase	4.1.1.47	577467	579248	1782	593	Q8ZR85	AAL19471.1	No Data
STM0518	hyi		glyoxylate -induced protein	glyoxylate -induced protein	No Data	579261	580037	777	258	Q8ZR84	AAL19472.1	No Data
STM0519	no		2-hydroxy-3-oxopropionate reductase	tartronic semialdehyde reductase	1.1.1.60	580138	581016	879	292	Q8ZR83	AAL19473.1	No Data
STM0522	allP		nucleoside transporter family protein	putative NCS1 family, allantoin transport protein	No Data	582425	583879	1455	484	Q8ZR80	AAL19476.1	No Data
STM0523	allB		dihydroorotase, putative	allantoinase	3.5.2.5	583958	585319	1362	453	Q7CR08	AAL19477.1	No Data
STM0525	glxK		glycerate kinase II	glycerate kinase II	No Data	586699	587847	1149	382	Q8ZR78	AAL19479.1	No Data
STM0527	allC		peptidase, M20/M25/M40 family	allantoate amidohydrolase	3.5.3.-	589958	588723	1236	411	Q8ZR77	AAL19481.1	No Data
STM0528	allD		malate dehydrogenase	ureidoglycolate dehydrogenase	No Data	591029	589980	1050	349	Q8ZR76	AAL19482.1	No Data
STM0532	arcC		carbamate kinase	putative carbamate kinase	2.7.2.2	595118	596011	894	297	Q8ZR72	AAL19486.1	GO:0006520
STM0533	purK		phosphoribosylaminoimidazole carboxylase, ATPase subunit	phosphoribosylaminoimidazole carboxylase = AIR carboxylase, CO(2)-fixing subunit	4.1.1.21	597119	596052	1068	355	Q8ZR71	AAL19487.1	GO:0004638
STM0534	purE		phosphoribosylaminoimidazole carboxylase, catalytic subunit	phosphoribosylaminoimidazole carboxylase = AIR carboxylase, catalytic subunit	4.1.1.21	597625	597116	510	169	Q8ZR70	AAL19488.1	GO:0004638
STM0535	lpxH		UDP-2,3-diacylglucosamine hydrolase	UDP-2,3-diacylglucosamine hydrolase	No Data	598465	597743	723	240	Q8ZR69	AAL19489.1	No Data
STM0537	cysS		cysteinyl-tRNA synthetase	cysteine tRNA synthetase	6.1.1.16	599207	600520	1314	437	Q8ZR68	AAL19491.1	GO:0004817
STM0542	folD		methylenetetrahydrofolate dehydrogenase	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase and 5,10-methylene-tetrahydrofolate cyclohydrolase	3.5.4.9	603568	602702	867	288	P58688	AAL19496.1	No Data
STM0568	pheP		APC family, phenylalanene transporter	APC family, phenylalanene transporter	No Data	624199	625593	1395	464	Q8ZR53	AAL19519.1	No Data
STM0584	entD		EntD	enterochelin synthetase, component D (phoshpantetheinyltransferase)	No Data	641512	640808	705	234	Q56064	AAL19535.1	No Data
STM0585	fepA		outer membrane porin, receptor for ferric enterobactin (enterochelin) and colicins B and D(1st module)	outer membrane porin, receptor for ferric enterobactin	No Data	643813	641558	2256	751	Q8ZR40	AAL19536.1	No Data
STM0586	fes		enterochelin esterase	enterochelin esterase	No Data	644002	645216	1215	404	Q8ZR39	AAL19537.1	No Data
STM0588	entF		enterobactin synthetase, component F (nonribosomal peptide synthetase)	enterobactin synthetase, component F (nonribosomal peptide synthetase)	No Data	645462	649346	3885	1294	Q8ZR37	AAL19539.1	No Data
STM0589	fepE		ferric enterobactin (enterochelin) transporter	ferric enterobactin (enterochelin) transporter	No Data	649569	650732	1164	387	Q8ZR36	AAL19540.1	No Data
STM0590	viuC		vibriobactin and enterobactin ABC transporter, ATP-binding protein	ABC s+uperfamily (atp_bind), enterobactin transporter	No Data	651579	650785	795	264	Q7CR01	AAL19541.1	GO:0015624
STM0591	viuG		vibriobactin and enterobactin ABC transporter, permease protein	ABC superfamily (membrane), ferric enterobactin transporter	No Data	652565	651576	990	329	Q7CR00	AAL19542.1	GO:0015624
STM0592	fepD		iron-compound ABC transporter, permease protein	ABC superfamily (membrane), ferric enterobactin (enterochelin) transporter	No Data	653572	652565	1008	335	Q7CQZ9	AAL19543.1	GO:0015624
STM0593	no		transporter, putative	putative POT family transport protein	No Data	653683	654927	1245	414	Q8ZR35	AAL19544.1	No Data
STM0594	fepB		ABC superfamily (peri_perm), ferric enterobactin (enterochelin) tranporter (1st module)	ABC superfamily (peri_perm), ferric enterobactin (enterochelin) tranporter	No Data	655946	654990	957	318	Q8ZR34	AAL19545.1	No Data
STM0595	no		isochorismate synthase, putative	isochorismate synthetase, enterochelin biosynthesis	5.4.99.6	656324	657430	1107	368	Q8ZR33	AAL19546.1	GO:0008909
STM0596	entE		2,3-dihydroxybenzoate-AMP ligase	2,3-dihydroxybenzoate-AMP ligase	6.3.2.	657440	659050	1611	536	Q8ZR32	AAL19547.1	No Data
STM0597	entB		2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochorismatase (1st module)	2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochorismatase	3.3.2.1	659064	659921	858	285	Q8ZR31	AAL19548.1	No Data
STM0598	entA		3-oxoacyl-(acyl-carrier-protein) reductase, putative	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	1.3.1.28	659921	660676	756	251	Q8ZR30	AAL19549.1	No Data
STM0607	dsbG		periplasmic disulfide isomerase, thiol-disulphide oxidase (1st module)	periplasmic disulfide isomerase, thiol-disulphide oxidase	No Data	670008	669262	747	248	Q8ZR22	AAL19558.1	No Data
STM0608	ahpC	peroxide detoxification	alkyl hydroperoxide reductase, C22 subunit; detoxification of hydroperoxides	alkyl hydroperoxide reductase, C22 subunit detoxification of	1.6.4.-	670449	671012	564	187	P0A251	AAL19559.1	No Data
STM0609	ahpF		alkyl hydroperoxide reductase, subunit f	alkyl hydroperoxide reductase, F52a subunit detoxification of	1.6.4.-	671137	672819	1683	560	P19480	AAL19560.1	No Data
STM0618	citT		anion transporter family protein	DASS family, citrate:succinate transport (antiport) protein	No Data	682368	680905	1464	487	Q8ZR15	AAL19569.1	No Data
STM0619	citG		ATP:dephospho-CoA triphosphoribosyl transferase	putative modifier of citrate lyase protein	No Data	683302	682406	897	298	Q8ZR14	AAL19570.1	No Data
STM0620	citG		citG protein	putative cytoplasmic protein	No Data	683825	683274	552	183	Q8ZR13	AAL19571.1	No Data
STM0621	citF		citrate lyase, alpha subunit	bifunctional citrate lyase alpha chain/citrate-ACP transferase	4.1.3.6	685358	683829	1530	509	Q8ZR12	AAL19572.1	GO:0006113
STM0622	citE		citrate lyase, beta subunit	citrate lyase beta chain (acyl lyase subunit)	4.1.3.6	686276	685368	909	302	Q8ZR11	AAL19573.1	GO:0006113
STM0623	citD		citrate lyase acyl carrier protein	citrate lyase acyl carrier protein (gamma chain)	No Data	686569	686273	297	98	Q7CQZ6	AAL19574.1	GO:0006113
STM0627	dcuC		C4-dicarboxylate transporter, anaerobic, putative	DcuC family, dicarboxylate transporter	No Data	691776	690391	1386	461	Q8ZR07	AAL19578.1	No Data
STM0628	pagP	PhoPQ-activated gene	PhoPQ-activated gene	PhoPQ-activated gene	No Data	692146	692727	582	193	Q8ZR06	AAL19579.1	No Data
STM0637	dacA-1		D-alanyl-D-alanine carboxypeptidase	D-alanyl-D-alanine carboxypeptidase, penicillin-binding protein 5	3.4.16.4	699612	698401	1212	403	Q8ZR02	AAL19588.1	GO:0009002
STM0640	mrdA		penicillin-binding protein 2	cell elongation specific transpeptidase of penicillin-binding protein	No Data	703924	702023	1902	633	Q8ZR00	AAL19591.1	GO:0003824
STM0643	phpB		alpha-ribazole-5-phosphate phosphatase	alpha ribazole-5-P phosphatase in cobalamin synthesis	3.1.3.	705713	705072	642	213	P39701	AAL19594.1	No Data
STM0644	cobD	putative aminotransferase in cobalamin synthesis	L-threonine-O-3-phosphate decarboxylase, putative	putative aminotransferase in cobalamin synthesis	No Data	705828	706871	1044	347	P97084	AAL19595.1	GO:0003824
STM0645	nadD		nicotinate (nicotinamide) nucleotide adenylyltransferase	putative Nicotinic acid mononucleotide adenylyltransferase	2.7.7.18	707550	706846	705	234	Q8ZQZ8	AAL19596.1	GO:0000309
STM0648	leuS		leucyl-tRNA synthetase	leucine tRNA synthetase	6.1.1.4	711923	709125	2799	932	Q8ZQZ6	AAL19599.1	GO:0004823
STM0659	dnaK		dnaK protein	putative heatshock protein, homolog of hsp70 in	No Data	724212	722533	1680	559	Q8ZQY6	AAL19610.1	No Data
STM0661	rihA		inosine-uridine preferring nucleoside hydrolase	putative purine nucleoside hydrolase	No Data	726493	725558	936	311	Q8ZQY4	AAL19612.1	No Data
STM0662	gltL		amino acid ABC transporter, ATP-binding protein	ABC superfamily (atp_bind), glutamate/aspartate transporter	No Data	727335	726610	726	241	Q7CQY9	AAL19613.1	GO:0006865
STM0663	gltK		amino acid ABC transporter, permease protein	ABC superfamily (membrane), glutamate/aspartate transporter	No Data	728009	727335	675	224	Q8ZQY3	AAL19614.1	GO:0006865
STM0664	gltJ		amino acid ABC transporter, permease protein	ABC superfamily (membrane), glutamate/aspartate transporter	No Data	728749	728009	741	246	Q7CQY8	AAL19615.1	No Data
STM0665	no		amino acid ABC transporter, periplasmic amino acid-binding protein, putative	ABC superfamily (bind_prot), glutamate/aspartate transporter	No Data	729817	728909	909	302	Q9ZF60	AAL19616.1	No Data
STM0666	cutE		apolipoprotein N-acyltransferase	apolipoprotein N-acyltransferase, copper homeostasis protein, inner membrane	2.3.1.-	731761	730172	1590	529	O87576	AAL19617.1	GO:0006464
STM0671	ubiF		visC protein	putative monooxygenase	1.14.13.	736055	737230	1176	391	Q8ZQY2	AAL19622.1	No Data
STM0680	asnB		asparagine synthase (glutamine-hydrolyzing)	asparagine synthetase B	6.3.5.4	740603	738939	1665	554	Q8ZQY0	AAL19624.1	GO:0004066
STM0683	nagA		N-acetylglucosamine-6-phosphate deacetylase	N-acetylglucosamine-6-phosphate deacetylase	3.5.1.25	744071	742917	1155	384	Q8ZQX8	AAL19627.1	GO:0006040
STM0684	nagB		glucosamine-6-phosphate isomerase	glucosamine-6-phosphate deaminase	5.3.1.10	744931	744131	801	266	Q8ZQX7	AAL19628.1	GO:0004342
STM0685	nagE		PTS system, N-acetylglucosamine-specific IIABC component	Sugar Specific PTS family, n-acetylglucosamine-specific enzyme IIABC	2.7.1.69	745258	747210	1953	650	Q8ZQX6	AAL19629.1	GO:0009401
STM0686	glnS		glutaminyl-tRNA synthetase	glutamine tRNA synthetase	6.1.1.18	747421	749088	1668	555	Q8ZQX5	AAL19630.1	GO:0004819
STM0689	citA	citrate-proton symporter	major facilitator family transporter, putative	citrate-proton symporter	No Data	752675	751371	1305	434	P0A2G3	AAL19633.1	No Data
STM0690	citB		citrate utilization protein b. {salmonella	citrate utilization protein b	No Data	753865	752726	1140	379	P37463	AAL19634.1	No Data
STM0691	tcuAB		succinate dehydrogenase/fumarate reductase, flavoprotein subunit, putative	putative periplasmic protein	No Data	755255	753852	1404	467	Q8ZQX3	AAL19635.1	No Data
STM0694	fldA		flavodoxin 1	flavodoxin 1	No Data	757757	757128	630	209	Q8ZQX1	AAL19638.1	GO:0005489
STM0698	pgm		phosphoglucomutase, alpha-D-glucose phosphate-specific	phosphoglucomutase	5.4.2.2	759758	761398	1641	546	Q8ZQW9	AAL19642.1	GO:0004614
STM0700	potE		putrescine-ornithine antiporter	APC family, putrescine/ornithine antiporter	No Data	763382	762063	1320	439	Q8ZQW7	AAL19644.1	GO:0015496
STM0701	speF		ornithine decarboxylase, inducible	ornithine decarboxylase isozyme, inducible	4.1.1.17	765577	763379	2199	732	Q8ZQW6	AAL19645.1	GO:0004586
STM0704	kdpC		potassium-transporting ATPase, C subunit	P-type ATPase, high-affinity potassium transport system, C	3.6.3.12	770278	769694	585	194	Q8ZQW3	AAL19648.1	GO:0006813
STM0705	kdpB		potassium-translocating P-type ATPase, B subunit	P-type ATPase, high-affinity potassium transport system, B	3.6.3.12	772335	770287	2049	682	Q8ZQW2	AAL19649.1	GO:0006813
STM0706	kdpA		potassium-transporting ATPase, A subunit	P-type ATPase, high-affinity potassium transport system, A	3.6.3.12	774035	772356	1680	559	Q8ZQW1	AAL19650.1	GO:0006813
STM0719	glf	UDP-galactopyranose mutase	UDP-galactopyranose mutase	putative UDP-galactopyranose mutase	5.4.99.9	783990	785168	1179	392	Q8ZQV4	AAL19663.1	GO:0008767
STM0730	gltA		Citrate synthase	citrate synthase	4.1.3.7	797237	795954	1284	427	O68883	AAL19674.1	GO:0004108
STM0732	sdhC		succinate dehydrogenase, cytochrome b556 subunit	succinate dehydrogenase, cytochrome b556	1.3.5.1	797992	798381	390	129	P63725	AAL19676.1	GO:0000104
STM0733	sdhD		succinate dehydrogenase, hydrophobic membrane anchor protein	succinate dehydrogenase, hydrophobic subunit	1.3.5.1	798375	798722	348	115	Q7CQX5	AAL19677.1	GO:0000104
STM0734	sdhA		succinate dehydrogenase, flavoprotein subunit	succinate dehydrogenase, flavoprotein subunit	1.3.5.1	798722	800488	1767	588	Q8ZQU3	AAL19678.1	GO:0000104
STM0735	sdhB		succinate dehydrogenase, iron-sulfur protein	succinate dehydrogenase, Fe-S protein	1.3.5.1	800502	801221	720	239	Q8ZQU2	AAL19679.1	GO:0000104
STM0736	sucA		2-oxoglutarate dehydrogenase, E1 component	2-oxoglutarate dehydrogenase (decarboxylase component)	1.2.4.2	801745	804546	2802	933	Q8ZQU1	AAL19680.1	GO:0004591
STM0737	sucB		2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase	2-oxoglutarate dehydrogenase (dihydrolipoyltranssuccinase E2 component)	2.3.1.61	804561	805769	1209	402	Q7CQX4	AAL19681.1	GO:0004149
STM0738	sucC		succinyl-CoA synthase, beta subunit	succinyl-CoA synthetase, beta subunit	6.2.1.5	805911	807077	1167	388	P66869	AAL19682.1	GO:0004775
STM0739	sucC		succinyl-CoA synthase, alpha subunit	succinyl-CoA synthetase, alpha subunit	6.2.1.5	807077	807946	870	289	Q8ZQU0	AAL19683.1	GO:0004775
STM0740	cydA		cytochrome d ubiquinol oxidase, subunit I	cytochrome d terminal oxidase, polypeptide subunit I	1.10.2.-	809529	811097	1569	522	Q8ZQT9	AAL19684.1	GO:0006118
STM0741	cydA		cytochrome d ubiquinol oxidase, subunit II	cytochrome d terminal oxidase polypeptide subunit II	1.10.2.-	811113	812252	1140	379	Q7CQX3	AAL19685.1	GO:0006118
STM0756	nadA		quinolinate synthetase complex, subunit A	quinolinate synthetase, A protein	No Data	820233	821276	1044	347	P24519	AAL19695.1	GO:0008987
STM0757	pnuCec		PnuC protein	NMN family, nucleoside/purine/pyrimidine transporter	No Data	821301	822020	720	239	P24520	AAL19696.1	No Data
STM0758	efflux		cation efflux family protein	putative CDF family transport protein	No Data	822955	822017	939	312	Q8ZQT3	AAL19697.1	No Data
STM0760	no		phospho-2-dehydro-3-deoxyheptonate aldolase	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase, phenylalanine repressible)	4.1.2.15	823643	824824	1182	393	Q8ZQT2	AAL19699.1	GO:0003849
STM0761	fumX	fumarate hydratase Class I anaerobic	fumarate hydratase, class I	fumarate hydratase Class I anaerobic	4.1.2.15	825463	824918	546	181	Q8ZQT1	AAL19700.1	GO:0004333
STM0762	fumB	fumarate hydratase, alpha subunit	fumarate hydratase, class I	fumarate hydratase, alpha subunit	4.1.2.15	826323	825478	846	281	Q8ZQT0	AAL19701.1	GO:0004333
STM0772	gpm		phosphoglycerate mutase	phosphoglyceromutase 1	5.4.2.1	837115	836363	753	250	Q8ZQS2	AAL19710.1	No Data
STM0773	galM		galactose-1-epimerase (mutarotase)	galactose-1-epimerase (mutarotase)	5.1.3.3	838379	837339	1041	346	Q8ZQS1	AAL19711.1	No Data
STM0774	galK		galactokinase	galactokinase	2.7.1.6	839521	838373	1149	382	P22713	AAL19712.1	GO:0004335
STM0775	galT		galactose-1-phosphate uridylyltransferase	galactose-1-phosphate uridylyltransferase	2.7.7.12	840645	839524	1122	373	P22714	AAL19713.1	GO:0003982
STM0776	galE		UDP-glucose 4-epimerase	UDP-galactose 4-epimerase	5.1.3.2	841597	840581	1017	338	P22715	AAL19714.1	GO:0003978
STM0781	modA		molybdenum ABC transporter, periplasmic molybdate-binding protein	ABC superfamily (peri_perm), molybdate transporter	No Data	845675	846448	774	257	Q8ZQR7	AAL19719.1	GO:0015412
STM0782	modB		Molybdate porter	ABC superfamily (membrane), molybdate transporter	No Data	846448	847137	690	229	Q7CQW7	AAL19720.1	No Data
STM0783	modC		molybdenum ABC transporter, ATP-binding protein	ABC superfamily (atp_bind), molybdate transporter	No Data	847140	848198	1059	352	Q8ZQR6	AAL19721.1	GO:0015412
STM0785	pgl		putative 3-carboxymuconate cyclase	putative 3-carboxymuconate cyclase	No Data	849181	850176	996	331	Q8ZQR4	AAL19723.1	No Data
STM0787	hutI	Imidazolonepropionase	imidazolonepropionase	Imidazolonepropionase	3.5.2.7	851949	853064	1116	371	Q8ZQR2	AAL19725.1	GO:0006548
STM0788	hutG	formimionoglutamate hydrolase	formiminoglutamase	formimionoglutamate hydrolase	No Data	853061	854002	942	313	Q8ZQR1	AAL19726.1	GO:0006548
STM0791	hutH	histidine ammonia lyase	histidine ammonia-lyase	histidine ammonia lyase	4.3.1.3	856655	858175	1521	506	Q8ZQQ9	AAL19728.1	GO:0004397
STM0793	bioA		adenosylmethionine-8-amino-7-oxononanoate aminotransferase	7,8-diaminopelargonic acid synthetase	2.6.1.62	860185	858794	1392	463	P12677	AAL19730.1	GO:0004015
STM0794	bioB		biotin synthase	biotin synthetase	2.8.1.6	860170	861210	1041	346	P12678	AAL19731.1	GO:0004076
STM0795	bioF		8-amino-7-oxononanoate synthase	7-keto-8-aminopelargonic acid synthetase	2.3.1.47	861456	862364	909	302	Q8ZQQ7	AAL19732.1	GO:0008710
STM0797	bioD		dethiobiotin synthetase	dethiobiotin synthetase	6.3.3.3	863096	863782	687	228	Q8ZQQ5	AAL19734.1	No Data
STM0812	no		cardiolipin synthetase, putative	cardiolipin (CL) synthase	No Data	878353	877112	1242	413	Q8ZQP4	AAL19749.1	No Data
STM0828	glnQ		ABC superfamily (atp_bind), glutamine high-affinity transporter (2nd module)	ABC superfamily (atp_bind), glutamine high-affinity transporter	No Data	895464	894742	723	240	Q7CQW2	AAL19764.1	No Data
STM0829	glnP		glutamine transport system permease	ABC superfamily (membrane), glutamine high-affinity transporter	No Data	896120	895461	660	219	Q7CQW1	AAL19765.1	No Data
STM0830	glnH		ABC superfamily (bind_prot), glutamine high-affinity transporter	ABC superfamily (bind_prot), glutamine high-affinity transporter	No Data	897010	896264	747	248	Q7CQW0	AAL19766.1	No Data
STM0832	no		hypothetical transport protein ybif. {salmonella	putative permease	No Data	899147	898293	855	284	P74867	AAL19768.1	No Data
STM0837	erfK		putative periplasmic protein	putative periplasmic protein	No Data	904817	903897	921	306	Q7CQV7	AAL19773.1	No Data
STM0840	ybiV(2)	sugar phosphatase	putative hydrolase of the HAD superfamily	putative hydrolase of the HAD superfamily	No Data	908539	908009	531	176	Q8ZQM8	AAL19776.1	No Data
STM0842	b0844		hydrolase, haloacid dehalogenase-like family	putative hydrolase of the HAD superfamily	No Data	910460	911269	810	269	Q7CQV6	AAL19778.1	No Data
STM0843	no		formate acetyltransferase, putative	putative pyruvate formate lyase	2.3.1.54	913779	911347	2433	810	Q8ZQM6	AAL19779.1	GO:0006113
STM0844	pflC		pyruvate formate-lyase 2 activating enzyme	putative pyruvate formate lyase activating enzyme	1.97.1.4	914684	913785	900	299	Q8ZQM5	AAL19780.1	GO:0006113
STM0847	no		asparaginase family protein	putative asparaginase	3.5.1.1	917206	918090	885	294	Q7CQV5	AAL19783.1	GO:0004067
STM0848	yliA		putative ATPase components of ABC-type transport system, contain duplicated ATPase domain	putative ATPase components of ABC-type transport system	No Data	918002	919972	1971	656	Q8ZQM4	AAL19784.1	No Data
STM0849	no		heme-binding lipoprotein, putative	putative ABC transporter periplasmic binding protein	No Data	920005	921543	1539	512	Q8ZQM3	AAL19785.1	No Data
STM0850	dppB-1		peptide ABC transporter, permease protein	putative ABC transporter periplasmic binding protein	No Data	921670	922524	855	284	Q8ZQM2	AAL19786.1	No Data
STM0851	dppC		dipeptide ABC transporter, permease protein	putative ABC transporter inner membrane component	No Data	922569	923438	870	289	Q7CQV4	AAL19787.1	GO:0006857
STM0861	no		putative dehydrogenase	putative dehydrogenase	No Data	933950	934630	681	226	Q8ZQL3	AAL19797.1	No Data
STM0863	dacA-1		D-alanyl-D-alanine carboxypeptidase	D-alanyl-D-alanine carboxypeptidase penicillin-binding protein 6a	3.4.16.4	935419	936699	1281	426	Q8ZQL1	AAL19799.1	GO:0009002
STM0865	no		membrane protein	putative permease	No Data	938248	937574	675	224	Q8ZQK9	AAL19801.1	No Data
STM0866	no		tcaB protein, putative	multidrug translocase	No Data	938495	939727	1233	410	Q8ZQK8	AAL19802.1	GO:0006855
STM0872	grxA		glutaredoxin 1	glutaredoxin1 redox coenzyme for glutathione-dependent ribonucleotide reductase	No Data	945337	945074	264	87	P0A1P8	AAL19808.1	GO:0006118
STM0877	potD-3		spermidine/putrescine ABC transporter, periplasmic spermidine/putrescine-binding protein	ABC superfamily (peri_perm), putrescine transporter	No Data	948385	949497	1113	370	Q8ZQK0	AAL19813.1	No Data
STM0878	potG		ABC superfamily (atp_bind), putrescine transporter (1st module)	ABC superfamily (atp_bind), putrescine transporter	No Data	949585	950718	1134	377	Q8ZQJ9	AAL19814.1	No Data
